3,,LA,*DRIVE,,,TRIP CHARGE,,0,0,0,0,50,,,,,,*DRIVE,,0,0,N,N,EA,EA,EA,1,1,50,50,,50,50,50,50,50,45,45,27.5,27.5,27.5,27.5,27.5,27.5,,,24,16512.5,330,7430.62,,0.45,,,0,,07/27/22,07/27/22,,,,,,24,33,58,119,68,28,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,330,50,9081.88,9081.88,0,0,0,0,0,0,,,,0,EA,,0,,0,0,Y,,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,07/27/22,,,330,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,,LA,*INFLABOR,,,INFLATION LABOR,,0,0,0,0,1,,,,,,*INFLABOR,,0,0,N,N,EA,EA,EA,1,1,1,1,,1,1,1,1,1,45,45,0.55,0.55,0.55,0.55,0.55,0.55,,,0,,0,,,,,,0,,12/13/22,12/13/22,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,0,EA,,0,,0,0,Y,,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,12/13/22,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
2,,LA,*INFLABOR,,,INFLATION LABOR,,0,0,0,0,1,,,,,,*INFLABOR,,0,1,N,N,EA,EA,EA,1,1,1,1,,1,1,1,1,1,45,45,0.55,0.55,0.55,0.55,0.55,0.55,,,0,,0,,,,,,0,,12/13/22,12/13/22,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,12/13/22,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
3,,LA,*INFLABOR,,,INFLATION LABOR,,0,0,0,0,1,,,,,,*INFLABOR,,0,1,N,N,EA,EA,EA,1,1,1,1,,1,1,1,1,1,45,45,0.55,0.55,0.55,0.55,0.55,0.55,,,0,,0,,,,,,0,,12/13/22,12/13/22,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,12/13/22,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,,LA,*ITSERVICE,,,REMOTE ACCESS - IT SERVICE HRS.,,0,0,0,0,83,,,,,,*ITSERVICE,,0,0,N,N,EA,EA,EA,1,1,83,83,,83,83,83,83,83,0.01,99.999,0.001,0.001,0.001,0.001,0.001,0.001,,,0,622.5,9,622.5,,1,,,0,,10/01/19,11/15/16,,,,,,0,0,0,2,0,0,0,0,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,2,0,0,3,1,0,2,3,1,0,6,1,,,0,0,92,8,,,13,1106,0,0,0,0,,,,0,EA,,0,,0,0,Y,78,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,11/15/16,,,9,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
2,,LA,*ITSERVICE,,,REMOTE ACCESS - IT SERVICE HRS.,,0,0,0,0,83,,,,,,*ITSERVICE,,0,1,N,N,EA,EA,EA,1,1,83,83,,83,83,83,83,83,0.01,50.301,0.001,0.001,0.001,41.25,41.25,41.25,,X,0,,0,,,,,,0,,10/01/19,11/15/16,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,78,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,11/15/16,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
3,,LA,*ITSERVICE,,,REMOTE ACCESS - IT SERVICE HRS.,,0,0,0,0,83,,,,,,*ITSERVICE,,0,1,N,N,EA,EA,EA,1,1,83,83,,83,83,83,83,83,0.01,50.301,0.001,0.001,0.001,41.25,41.25,41.25,,X,0,,0,,,,,,0,,10/01/19,11/15/16,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,78,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,11/15/16,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,,LA,*LABORNOCHARGE,,,LABOR NO CHARGE,,0,0,0,0,,,,,,,*LABORNOCHARGE,,0,0,N,N,EA,EA,EA,1,1,,,,,,,,,45,0,,,,,,,,,101,100.7,612,-19.24,,-0.191,,,0,,,09/09/19,,,,,,101,44,31,9,109,47,46,84,51,50,16,24,91,,,,,,,,,,,,,,,,,,,,48,96,34,64,74,45,31,113,9,14,67,62,10,,,0,0,1921,174,119.94,119.94,686,0,127,127,0,0,,,,0,EA,,0,,0,0,Y,,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,,,,612,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
2,,LA,*LABORNOCHARGE,,,LABOR NO CHARGE,,0,0,0,0,,,,,,,*LABORNOCHARGE,,0,1,N,N,EA,EA,EA,1,1,,,,,,,,,45,0,,,,,,,,X,0,,0,,,,,,0,,,09/09/19,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
3,,LA,*LABORNOCHARGE,,,LABOR NO CHARGE,,-64,0,0,-64,,,,,,,*LABORNOCHARGE,,0,1,N,N,EA,EA,EA,1,1,,,,,,,,,45,0,,,,,,,,A,0,,50,-0.25,,,,,0,09/29/22,,09/09/19,,,,,,0,0,0,49,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,8,0,0,0,0,0,,,,0,64,2,0.25,0.25,8,0,0,0,0,,,,,,EA,,0,,0,0,Y,,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,,,,50,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,,LA,*PROMOLABOR,,,LABOR,,0,0,0,0,78,,,,,,*PROMOLABOR,,0,0,N,N,EA,EA,EA,1,1,78,78,,78,78,78,78,78,45,45,42.9,42.9,42.9,42.9,42.9,42.9,,,0,312,12,-224.25,,-0.719,,,0,,10/31/22,10/31/22,,,,,,0,4,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,12,4,536.25,536.25,0,0,0,0,0,0,,,,0,EA,,0,,0,0,Y,,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,10/31/22,,,12,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,,LA,*SCLABOR,,,"LABOR, SERVICE CHECK",,0,0,0,0,76,,,,,,*SCLABOR,,0,0,N,N,EA,EA,EA,1,1,76,76,,76,76,76,76,76,45,47.171,33,33,33,40.15,40.15,40.15,,A,371,230999,3047,108671.48,,0.47,,,0,,12/30/17,02/19/15,,,,,,371,330,195,181,356,244,204,211,167,323,258,207,286,,,,,,,,,,,,,,,,,,,,331,256,165,180,223,126,85,370,138,165,233,136,99,,,0,0,16256,332,122327.52,122327.52,2558,194043,102724,102724,0,0,,,,0,EA,,0,,-1933,0,Y,73,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,11/21/16,,,3047,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
2,,LA,*SCLABOR,,,"LABOR, SERVICE CHECK",,0,0,0,0,76,,,,,,*SCLABOR,,0,0,N,N,EA,EA,EA,1,1,76,76,,76,76,76,76,76,45,56.579,33,33,33,33,33,33,,X,0,,0,,,,,,0,,12/30/17,02/19/15,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,65,0,,,0,0,0,0,0,0,,,,0,EA,,0,,0,0,Y,73,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,11/21/16,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
3,,LA,*SCLABOR,,,"LABOR, SERVICE CHECK",,0,0,0,0,76,,,,,,*SCLABOR,,0,0,N,N,EA,EA,EA,1,1,76,76,,76,76,76,76,76,45,47.171,33,33,33,40.15,40.15,40.15,,A,11,23085,304,10889.36,,0.472,,,0,,12/30/17,04/13/17,,,,,,11,8,29,81,21,13,24,117,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,23,0,29,0,53,5,6,,,0,0,1013,39,12195.64,12195.64,105,7942,4196,4196,0,0,,,,0,EA,,0,,0,0,Y,73,,,,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,11/21/16,,,304,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,0NONE,LA,*LABOR,,,LABOR,,0,0,0,0,86,,,,,,2570500,,0,0,N,N,UN,UN,UN,1,1,86,86,,86,86,86,86,86,45,99.999,487.5,487.5,487.5,0.001,0.001,0.001,,,416,351662.18,4207,351659.25,,1,,,0,,01/03/22,06/05/01,,,,,,416,301,310,288,400,346,497,359,194,384,317,395,410,,,,,,,,,,,,,,,,,,,,450,384,378,458,292,343,191,368,272,211,233,418,387,,,,0,36730,1179,2.93,2.93,3990,328657,3,3,0,0,,,,0,UN,,0,,0,0,Y,83,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,01/06/17,,,4207,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
2,,LA,*LABOR,,,LABOR,,0,0,0,0,86,,,,,,2570500,,0,0,N,N,UN,UN,UN,1,1,86,86,,86,86,86,86,86,45,99.999,487.5,487.5,487.5,0.001,0.001,0.001,,,319,117708.5,1498,117707.09,,1,,,0,,01/03/22,06/05/01,,,,,,319,109,58,61,69,471,128,62,21,101,33,66,80,,,,,,,,,,,,,,,,,,,,126,32,43,35,53,36,39,24,39,40,17,61,44,,,,0,8040,157,1.41,1.41,564,46737,0,0,0,0,,,,0,UN,,0,,0,0,Y,83,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,01/06/17,,,1498,0,,,,,,,,,,,,,,,,,,,,,,N,,,,N,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
3,,LA,*LABOR,,,LABOR,,0,0,0,0,86,,,,,,2570500,,0,0,N,N,UN,UN,UN,1,1,86,86,,86,86,86,86,86,45,99.999,487.5,487.5,487.5,0.001,0.001,0.001,,A,44,92729,1131,92728.13,,1,,,0,,01/03/22,04/07/16,,,,,,44,35,37,68,90,153,90,99,121,170,130,94,-73,,,,,,,,,,,,,,,,,,,,113,116,136,222,172,260,170,221,165,118,170,150,151,,,0,0,9392,263,0.87,0.87,1790,143613,1,1,0,0,,,,0,UN,,0,,0,0,Y,83,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,01/06/17,,,1131,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,0NONE,LA,*SHOPLABOR,,,SHOP LABOR,,0,0,0,0,76,,,,,,4486100,,0,0,N,N,UN,UN,UN,1,1,76,76,,76,76,76,76,76,0,99.999,0.001,0.001,0.001,0.001,0.001,0.001,,,20,21417.1,295,21417.04,,1,,,0,,12/09/20,12/17/14,,,,,,20,18,9,30,12,17,29,30,14,22,31,63,11,,,,,,,,,,,,,,,,,,,,16,20,19,24,14,14,12,25,26,35,35,32,35,,,,0,2618,224,0.06,0.06,251,18269,0,0,0,0,,,,0,UN,,0,,0,0,Y,80,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,,,,295,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
2,,LA,*SHOPLABOR,,,SHOP LABOR,,0,0,0,0,76,,,,,,4486100,,0,0,N,N,UN,UN,UN,1,1,76,76,,76,76,76,76,76,0,99.999,0.001,0.001,0.001,0.001,0.001,0.001,,,0,,0,,,,,,0,,12/09/20,12/17/14,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,150,0,,,0,0,0,0,0,0,,,,0,UN,,0,,0,0,Y,80,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,N,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
3,,LA,*SHOPLABOR,,,SHOP LABOR,,0,0,0,0,76,,,,,,4486100,,0,0,N,N,UN,UN,UN,1,1,76,76,,76,76,76,76,76,0,99.999,0.001,0.001,0.001,0.001,0.001,0.001,,A,0,2052,27,2051.97,,1,,,0,,12/09/20,04/13/17,,,,,,0,0,0,0,7,16,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,0,0,3,0,7,1,0,10,0,0,25,2,0,,,0,0,191,5,0.03,0.03,46,3477,0,0,0,0,,,,0,UN,,0,,0,0,Y,80,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,,,,27,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,0NONE,LA,*OTLABOR,,,OVERTIME LABOR,,0,0,0,0,115,,,,,,5045500,,0,0,N,N,UN,UN,UN,1,1,115,115,,115,115,115,115,115,0,99.999,0.001,0.001,0.001,0.001,0.001,0.001,,,40,55479.1,487,55478.88,,1,,,0,,01/03/22,12/17/14,,,,,,40,26,32,48,76,40,32,51,17,45,39,41,64,,,,,,,,,,,,,,,,,,,,62,19,45,80,48,50,30,47,32,31,71,56,41,,,,0,3523,189,0.22,0.22,579,61547,0,0,0,0,,,,0,UN,,0,,0,0,Y,110,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,,,,487,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
2,,LA,*OTLABOR,,,OVERTIME LABOR,,0,0,0,0,115,,,,,,5045500,,0,0,N,N,UN,UN,UN,1,1,115,115,,115,115,115,115,115,0,99.999,0.001,0.001,0.001,0.001,0.001,0.001,,,0,,0,,,,,,0,,01/03/22,12/17/14,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,0,13,0,,,1,165,0,0,0,0,,,,0,UN,,0,,0,0,Y,110,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,N,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
3,,LA,*OTLABOR,,,OVERTIME LABOR,,-30,0,0,-30,115,,,,,,5045500,,0,1,N,N,UN,UN,UN,1,1,115,115,,115,115,115,115,115,0,99.999,0.001,0.001,0.001,0.001,0.001,0.001,,D,12,1437.5,13,1437.49,,1,,,0,12/29/22,01/03/22,04/13/17,,,,,,12,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,30,4,0.01,0.01,0,0,0,0,0,,,,,,UN,,0,,0,0,Y,110,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,,,,13,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,0NONE,LA,*INSTLABOR,,,INSTALLATION LABOR,,0,0,0,0,78,,,,,,5505400,,0,0,N,N,UN,UN,UN,1,1,78,78,,78,78,78,78,78,0,99.999,0.001,0.001,0.001,0.001,0.001,0.001,,,907,895777.05,11864,895765.17,,1,,,0,,01/03/22,12/17/14,,,,,,907,1123,1699,1440,1311,958,987,509,904,1057,495,474,868,,,,,,,,,,,,,,,,,,,,652,1025,911,286,526,578,734,520,904,924,567,540,274,,,,0,89895,212,11.88,11.88,8495,528422,9,9,0,0,,,,0,UN,,0,,0,0,Y,75,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,,,,11864,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
2,,LA,*INSTLABOR,,,INSTALLATION LABOR,,0,0,0,0,78,,,,,,5505400,,0,0,N,N,UN,UN,UN,1,1,78,78,,78,78,78,78,78,0,99.999,0.001,0.001,0.001,0.001,0.001,0.001,,,15,25896,331,25895.68,,1,,,0,,01/03/22,12/17/14,,,,,,15,23,109,83,0,0,0,0,0,6,69,26,0,,,,,,,,,,,,,,,,,,,,0,-1,0,0,0,121,39,190,406,152,133,13,42,,,,0,7490,15,0.32,0.32,1040,24702,1,1,0,0,,,,0,UN,,0,,0,0,Y,75,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,,,,331,0,,,,,,,,,,,,,,,,,,,,,,N,,,,N,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
3,,LA,*INSTLABOR,,,INSTALLATION LABOR,,0,0,0,0,78,,,,,,5505400,,0,0,N,N,UN,UN,UN,1,1,78,78,,78,78,78,78,78,0,99.999,0.001,0.001,0.001,0.001,0.001,0.001,,D,314,80067,1047,80065.93,,1,,,0,,01/03/22,06/29/16,,,,,,314,86,200,75,30,26,41,64,23,31,128,29,0,,,,,,,,,,,,,,,,,,,,39,157,0,0,30,347,104,87,280,0,0,20,61,,,0,0,8376,60,1.07,1.07,1044,76411,1,1,0,0,,,,0,UN,,0,,0,0,Y,75,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,N,O,Y,,,,1047,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
